CODIGO ; NIVEL DE ACCESO ; NOMBRE ; CATEGORIA ; DESCRIPCION CORTA ; DESCRIPCION ; IMPORTE ; ACTIVO/EN VENTA ; NOMBRE ARCHIVO IMAGEN  ; NOMBRE SKU ; COLOR ; CODIGO DE BARRAS DE FORMATO ; LONGITUD ; ANCHO ; ALTO ; ABREVIACION DE UNIDAD DE MEDIDA DE LONGITUD ; ABREVIACION DE UNIDAD DE MEDIDA DE CANTIDAD ; NIVEL DE ACCESO DEL FORMATO ; ACTUALIZAR PAR√ÅMETROS ; ACTUALIZAR GALERIA IMAGENES DE PRODUCTO ; ACTUALIZAR GALERIA IMAGENES DE FORMATO
09738        ; 100 ; Zapatero con puerta de espejo  ; Mueble ;  ;  ; 0 ; 1 ;  ; 09738        ;  ; 8435406100108 ; 50 ; 8 ; 0 ; Cm ; U ; 100 ; 0 ; 0 ; 0
09768        ; 100 ; Canasto balancÌn cojÌn blanco  ; Mueble ;  ;  ; 0 ; 1 ;  ; 09768        ;  ; 8435406100115 ; 100 ; 196 ; 0 ; Cm ; U ; 100 ; 0 ; 0 ; 0
09794        ; 100 ; Conjunto 2 sillas polipiel     ; Mueble ;  ;  ; 0 ; 1 ;  ; 09794        ;  ; 8435406100122 ; 100 ; 46 ; 105 ; Cm ; U ; 100 ; 0 ; 0 ; 0
09916        ; 100 ; Zapatero con puertas abatibles ; Mueble ;  ;  ; 0 ; 1 ;  ; 09916        ;  ; 8435406100139 ; 59 ; 8 ; 105 ; Cm ; U ; 100 ; 0 ; 0 ; 0
09924        ; 100 ; Conjunto de mesa con 4 sillas  ; Mueble ;  ;  ; 0 ; 1 ;  ; 09924        ;  ; 8435406100153 ; 80 ; 47 ; 105 ; Cm ; U ; 100 ; 0 ; 0 ; 0
14870        ; 100 ; Cuadro Ûleo ·rbol              ; Mueble ;  ;  ; 0 ; 1 ;  ; 14870        ;  ; 8435406130822 ; 4 ; 120 ; 105 ; Cm ; U ; 100 ; 0 ; 0 ; 0
14871        ; 100 ; Cuadro Ûleo ·rbol              ; Mueble ;  ;  ; 0 ; 1 ;  ; 14871        ;  ; 8435406130877 ; 4 ; 120 ; 105 ; Cm ; U ; 100 ; 0 ; 0 ; 0
14872        ; 100 ; Cuadro Ûleo buda               ; Mueble ;  ;  ; 0 ; 1 ;  ; 14872        ;  ; 8435406130884 ; 4 ; 60 ; 105 ; Cm ; U ; 100 ; 0 ; 0 ; 0
14873        ; 100 ; Cuadro Ûleo buda               ; Mueble ;  ;  ; 0 ; 1 ;  ; 14873        ;  ; 8435406130891 ; 4 ; 60 ; 105 ; Cm ; U ; 100 ; 0 ; 0 ; 0
14874        ; 100 ; Cuadro Ûleo ·rboles            ; Mueble ;  ;  ; 0 ; 1 ;  ; 14874        ;  ; 8435406130907 ; 4 ; 50 ; 105 ; Cm ; U ; 100 ; 0 ; 0 ; 0
14875        ; 100 ; Cuadro Ûleo ·rboles            ; Mueble ;  ;  ; 0 ; 1 ;  ; 14875        ;  ; 8435406130914 ; 4 ; 50 ; 105 ; Cm ; U ; 100 ; 0 ; 0 ; 0
14876        ; 100 ; Cuadro Ûleo jarrones           ; Mueble ;  ;  ; 0 ; 1 ;  ; 14876        ;  ; 8435406130921 ; 4 ; 50 ; 105 ; Cm ; U ; 100 ; 0 ; 0 ; 0
14879        ; 100 ; Cuadro Ûleo mujer              ; Mueble ;  ;  ; 0 ; 1 ;  ; 14879        ;  ; 8435406130952 ; 4 ; 100 ; 105 ; Cm ; U ; 100 ; 0 ; 0 ; 0
14880        ; 100 ; Cuadro Ûleo mujer              ; Mueble ;  ;  ; 0 ; 1 ;  ; 14880        ;  ; 8435406130969 ; 4 ; 100 ; 105 ; Cm ; U ; 100 ; 0 ; 0 ; 0
14881        ; 100 ; Cuadro Ûleo cara buda          ; Mueble ;  ;  ; 0 ; 1 ;  ; 14881        ;  ; 8435406130976 ; 4 ; 100 ; 105 ; Cm ; U ; 100 ; 0 ; 0 ; 0
14882        ; 100 ; Cuadro Ûleo cara buda          ; Mueble ;  ;  ; 0 ; 1 ;  ; 14882        ;  ; 8435406130983 ; 4 ; 100 ; 105 ; Cm ; U ; 100 ; 0 ; 0 ; 0
14883        ; 100 ; Cuadro Ûleo ·rbol verde        ; Mueble ;  ;  ; 0 ; 1 ;  ; 14883        ;  ; 8435406130990 ; 4 ; 100 ; 105 ; Cm ; U ; 100 ; 0 ; 0 ; 0
14884        ; 100 ; Cuadro Ûleo ·rbol gris         ; Mueble ;  ;  ; 0 ; 1 ;  ; 14884        ;  ; 8435406131003 ; 4 ; 100 ; 105 ; Cm ; U ; 100 ; 0 ; 0 ; 0
14885        ; 100 ; Cuadro Ûleo flores             ; Mueble ;  ;  ; 0 ; 1 ;  ; 14885        ;  ; 8435406131010 ; 4 ; 120 ; 105 ; Cm ; U ; 100 ; 0 ; 0 ; 0
14886        ; 100 ; Cuadro Ûleo flores             ; Mueble ;  ;  ; 0 ; 1 ;  ; 14886        ;  ; 8435406131027 ; 4 ; 120 ; 105 ; Cm ; U ; 100 ; 0 ; 0 ; 0
14887        ; 100 ; Cuadro Ûleo flores             ; Mueble ;  ;  ; 0 ; 1 ;  ; 14887        ;  ; 8435406131034 ; 4 ; 120 ; 105 ; Cm ; U ; 100 ; 0 ; 0 ; 0
14888        ; 100 ; Cuadro Ûleo rama p˙rpura       ; Mueble ;  ;  ; 0 ; 1 ;  ; 14888        ;  ; 8435406131041 ; 4 ; 120 ; 105 ; Cm ; U ; 100 ; 0 ; 0 ; 0
14889        ; 100 ; Cuadro Ûleo rama p˙rpura       ; Mueble ;  ;  ; 0 ; 1 ;  ; 14889        ;  ; 8435406131058 ; 4 ; 120 ; 105 ; Cm ; U ; 100 ; 0 ; 0 ; 0
14890        ; 100 ; Cuadro Ûleo rama p˙rpura       ; Mueble ;  ;  ; 0 ; 1 ;  ; 14890        ;  ; 8435406131065 ; 4 ; 120 ; 105 ; Cm ; U ; 100 ; 0 ; 0 ; 0
14891        ; 100 ; Cuadro Ûleo rama rosa          ; Mueble ;  ;  ; 0 ; 1 ;  ; 14891        ;  ; 8435406131072 ; 4 ; 120 ; 105 ; Cm ; U ; 100 ; 0 ; 0 ; 0
14892        ; 100 ; Cuadro Ûleo rama rosa          ; Mueble ;  ;  ; 0 ; 1 ;  ; 14892        ;  ; 8435406131089 ; 4 ; 120 ; 105 ; Cm ; U ; 100 ; 0 ; 0 ; 0
14893        ; 100 ; Cuadro Ûleo rama rosa          ; Mueble ;  ;  ; 0 ; 1 ;  ; 14893        ;  ; 8435406131096 ; 4 ; 120 ; 105 ; Cm ; U ; 100 ; 0 ; 0 ; 0
14895        ; 100 ; Cuadro Ûleo abstracto          ; Mueble ;  ;  ; 0 ; 1 ;  ; 14895        ;  ; 8435406131119 ; 4 ; 90 ; 105 ; Cm ; U ; 100 ; 0 ; 0 ; 0
14896        ; 100 ; Cuadro digital flores          ; Mueble ;  ;  ; 0 ; 1 ;  ; 14896        ;  ; 8435406131126 ; 4 ; 60 ; 105 ; Cm ; U ; 100 ; 0 ; 0 ; 0
14897        ; 100 ; Cuadro digital flores          ; Mueble ;  ;  ; 0 ; 1 ;  ; 14897        ;  ; 8435406131133 ; 4 ; 60 ; 105 ; Cm ; U ; 100 ; 0 ; 0 ; 0
14898        ; 100 ; Cuadro digital flores          ; Mueble ;  ;  ; 0 ; 1 ;  ; 14898        ;  ; 8435406131140 ; 4 ; 60 ; 105 ; Cm ; U ; 100 ; 0 ; 0 ; 0
14902        ; 100 ; Cuadro digital flores rojas    ; Mueble ;  ;  ; 0 ; 1 ;  ; 14902        ;  ; 8435406131188 ; 4 ; 60 ; 105 ; Cm ; U ; 100 ; 0 ; 0 ; 0
14903        ; 100 ; Cuadro digital flores rojas    ; Mueble ;  ;  ; 0 ; 1 ;  ; 14903        ;  ; 8435406131195 ; 4 ; 60 ; 105 ; Cm ; U ; 100 ; 0 ; 0 ; 0
14904        ; 100 ; Cuadro digital mariposa        ; Mueble ;  ;  ; 0 ; 1 ;  ; 14904        ;  ; 8435406131201 ; 4 ; 60 ; 105 ; Cm ; U ; 100 ; 0 ; 0 ; 0
14905        ; 100 ; Cuadro digital Marilyn         ; Mueble ;  ;  ; 0 ; 1 ;  ; 14905        ;  ; 8435406131218 ; 4 ; 80 ; 105 ; Cm ; U ; 100 ; 0 ; 0 ; 0
14906        ; 100 ; Cuadro digital Marilyn         ; Mueble ;  ;  ; 0 ; 1 ;  ; 14906        ;  ; 8435406131225 ; 4 ; 80 ; 105 ; Cm ; U ; 100 ; 0 ; 0 ; 0
14907        ; 100 ; Cuadro digital Audrey          ; Mueble ;  ;  ; 0 ; 1 ;  ; 14907        ;  ; 8435406131232 ; 4 ; 80 ; 105 ; Cm ; U ; 100 ; 0 ; 0 ; 0
14908        ; 100 ; Cuadro digital Audrey          ; Mueble ;  ;  ; 0 ; 1 ;  ; 14908        ;  ; 8435406131249 ; 4 ; 80 ; 105 ; Cm ; U ; 100 ; 0 ; 0 ; 0
14909        ; 100 ; Cuadro digital mapamundi       ; Mueble ;  ;  ; 0 ; 1 ;  ; 14909        ;  ; 8435406131256 ; 4 ; 60 ; 105 ; Cm ; U ; 100 ; 0 ; 0 ; 0
14910        ; 100 ; Cuadro digital mapamundi       ; Mueble ;  ;  ; 0 ; 1 ;  ; 14910        ;  ; 8435406131263 ; 4 ; 60 ; 105 ; Cm ; U ; 100 ; 0 ; 0 ; 0
14911        ; 100 ; Cuadro digital mapamundi       ; Mueble ;  ;  ; 0 ; 1 ;  ; 14911        ;  ; 8435406130839 ; 4 ; 60 ; 105 ; Cm ; U ; 100 ; 0 ; 0 ; 0
14912        ; 100 ; Cuadro Coral plata             ; Mueble ;  ;  ; 0 ; 1 ;  ; 14912        ;  ; 8435406134691 ; 80 ; 6 ; 80 ; Cm ; U ; 100 ; 0 ; 0 ; 0
14913        ; 100 ; Cuadro Mosaico Plata 90x90cm.  ; Mueble ;  ;  ; 0 ; 1 ;  ; 14913        ;  ; 8435406139085 ; 90 ; 7 ; 90 ; Cm ; U ; 100 ; 0 ; 0 ; 0
14914        ; 100 ; Cuadro collares plata          ; Mueble ;  ;  ; 0 ; 1 ;  ; 14914        ;  ; 8435406139092 ; 160 ; 8 ; 60 ; Cm ; U ; 100 ; 0 ; 0 ; 0
14915        ; 100 ; Cuadro Buda Plata 80X120CM.    ; Mueble ;  ;  ; 0 ; 1 ;  ; 14915        ;  ; 8435406139108 ; 80 ; 13 ; 120 ; Cm ; U ; 100 ; 0 ; 0 ; 0
14916        ; 100 ; Cuadro Puntos plata            ; Mueble ;  ;  ; 0 ; 1 ;  ; 14916        ;  ; 8435406139115 ; 90 ; 9 ; 90 ; Cm ; U ; 100 ; 0 ; 0 ; 0
14917        ; 100 ; Cuadro circulos plata          ; Mueble ;  ;  ; 0 ; 1 ;  ; 14917        ;  ; 8435406139122 ; 90 ; 9 ; 90 ; Cm ; U ; 100 ; 0 ; 0 ; 0
14918        ; 100 ; Cuadro circulo blanco          ; Mueble ;  ;  ; 0 ; 1 ;  ; 14918        ;  ; 8435406139139 ; 90 ; 7 ; 90 ; Cm ; U ; 100 ; 0 ; 0 ; 0
14919        ; 100 ; Cuadro burbujas marco negro    ; Mueble ;  ;  ; 0 ; 1 ;  ; 14919        ;  ; 8435406139146 ; 160 ; 5 ; 60 ; Cm ; U ; 100 ; 0 ; 0 ; 0
14920        ; 100 ; Cuadro Buda plata              ; Mueble ;  ;  ; 0 ; 1 ;  ; 14920        ;  ; 8435406139153 ; 70 ; 5 ; 100 ; Cm ; U ; 100 ; 0 ; 0 ; 0
14921        ; 100 ; Cuadro plata mosaico           ; Mueble ;  ;  ; 0 ; 1 ;  ; 14921        ;  ; 8435406139160 ; 90 ; 6 ; 90 ; Cm ; U ; 100 ; 0 ; 0 ; 0
14922        ; 100 ; Cuadro mosaico plata           ; Mueble ;  ;  ; 0 ; 1 ;  ; 14922        ;  ; 8435406139177 ; 90 ; 6 ; 90 ; Cm ; U ; 100 ; 0 ; 0 ; 0
14923        ; 100 ; Cuadro hojas plata             ; Mueble ;  ;  ; 0 ; 1 ;  ; 14923        ;  ; 8435406139184 ; 90 ; 6 ; 90 ; Cm ; U ; 100 ; 0 ; 0 ; 0
14924        ; 100 ; Cuadro collar plata            ; Mueble ;  ;  ; 0 ; 1 ;  ; 14924        ;  ; 8435406139191 ; 90 ; 5 ; 90 ; Cm ; U ; 100 ; 0 ; 0 ; 0
14925        ; 100 ; Cuadro collar plata            ; Mueble ;  ;  ; 0 ; 1 ;  ; 14925        ;  ; 8435406134707 ; 90 ; 5 ; 90 ; Cm ; U ; 100 ; 0 ; 0 ; 0
40756        ; 100 ; Plato llano de porcelana Lerr  ; Mueble ;  ;  ; 0 ; 1 ;  ; 40756        ;  ; 8001544074252 ; 19 ; 3 ; 90 ; Cm ; U ; 100 ; 0 ; 0 ; 0
40758        ; 100 ; Tetera de porcelana Lerr       ; Mueble ;  ;  ; 0 ; 1 ;  ; 40758        ;  ; 8001544074108 ; 14 ; 15 ; 90 ; Cm ; U ; 100 ; 0 ; 0 ; 0
40759        ; 100 ; Taza de porcelana Lerr         ; Mueble ;  ;  ; 0 ; 1 ;  ; 40759        ;  ; 8001544074207 ; 9 ; 10 ; 90 ; Cm ; U ; 100 ; 0 ; 0 ; 0
40761        ; 100 ; Taza con plato porcelana Lerr  ; Mueble ;  ;  ; 0 ; 1 ;  ; 40761        ;  ; 8001544074177 ; 13 ; 7 ; 90 ; Cm ; U ; 100 ; 0 ; 0 ; 0
40762        ; 100 ; Cuenco de porcelana Lerr       ; Mueble ;  ;  ; 0 ; 1 ;  ; 40762        ;  ; 8001544074283 ; 23 ; 6 ; 90 ; Cm ; U ; 100 ; 0 ; 0 ; 0
40763        ; 100 ; Estande de 2 platos Lerr       ; Mueble ;  ;  ; 0 ; 1 ;  ; 40763        ;  ; 8001544074160 ; 28 ; 5 ; 90 ; Cm ; U ; 100 ; 0 ; 0 ; 0
40764        ; 100 ; Bandeja con asas Spbu          ; Mueble ;  ;  ; 0 ; 1 ;  ; 40764        ;  ; 8001544080352 ; 31 ; 5 ; 90 ; Cm ; U ; 100 ; 0 ; 0 ; 0
40765        ; 100 ; Plato llano de porcelana Spbu  ; Mueble ;  ;  ; 0 ; 1 ;  ; 40765        ;  ; 8001544073941 ; 27 ; 3 ; 90 ; Cm ; U ; 100 ; 0 ; 0 ; 0
40766        ; 100 ; Plato hondo de porcelana Spbu  ; Mueble ;  ;  ; 0 ; 1 ;  ; 40766        ;  ; 8001544073996 ; 22 ; 3 ; 90 ; Cm ; U ; 100 ; 0 ; 0 ; 0
40767        ; 100 ; Plato de postre porcelana SPBU ; Mueble ;  ;  ; 0 ; 1 ;  ; 40767        ;  ; 8001544074009 ; 17 ; 2 ; 90 ; Cm ; U ; 100 ; 0 ; 0 ; 0
40768        ; 100 ; Tetera de porcelana Spbu       ; Mueble ;  ;  ; 0 ; 1 ;  ; 40768        ;  ; 8001544073972 ; 22 ; 14 ; 15 ; Cm ; U ; 100 ; 0 ; 0 ; 0
40770        ; 100 ; Taza con plato porcelana Spbu  ; Mueble ;  ;  ; 0 ; 1 ;  ; 40770        ;  ; 8001544073958 ; 16 ; 12 ; 280 ; Cm ; U ; 100 ; 0 ; 0 ; 0
40771        ; 100 ; Taza con plato porcelana Spbu  ; Mueble ;  ;  ; 0 ; 1 ;  ; 40771        ;  ; 8001544073934 ; 13 ; 7 ; 140 ; Cm ; U ; 100 ; 0 ; 0 ; 0
40772        ; 100 ; Ensaladera de porcelana Spbu   ; Mueble ;  ;  ; 0 ; 1 ;  ; 40772        ;  ; 8001544074344 ; 23 ; 6 ; 140 ; Cm ; U ; 100 ; 0 ; 0 ; 0
